FT2_B0020_d720,FT2_1322_m24,FT2_B0017_d720,FT2_B0018_d720,FT2_1656_m24,FT2_1657_m12,FT2_1656_m12,FT2_0145_m24,FT2_0185_m24,FT2_0155_m24,FT2_1657_m24,FT2_1322_m12,FT2_1344_m24,FT2_0758_m24,FT2_1524_m24,FT2_1657_m6,FT2_1116_m24,FT2_1117_m24,FT2_B0061_d180,FT2_0008_m24,FT2_1656_m6,FT2_B0001_d720,FT2_0175_m24,FT2_0000_m24,FT2_0185_m12,FT2_1270_m12_to_m24,FT2_1271_m12_to_m24,FT2_0155_m12,FT2_1212_m24,FT2_B0072_d180,FT2_B0065_d180,FT2_B0003_d720,FT2_0758_m12,FT2_0848_m24,FT2_0050_m24,FT2_1145_m24,FT2_0778_m12_to_m24,FT2_B0059_d180,FT2_1113_m24,FT2_1524_m12,FT2_0642_m24,FT2_0175_m12,FT2_0042_m24,FT2_B0019_d720,FT2_1270_m6_to_m12,FT2_0756_m24,FT2_1354_m6_to_m12,FT2_1268_m12_to_m24,FT2_0070_m12_to_m24,FT2_B0020_d180,FT2_0793_m24,FT2_1212_m12,FT2_0070_m6_to_m12,FT2_0156_m24,FT2_B0023_d180,FT2_0126_m6_to_m12,FT2_0029_m24,FT2_0239_m12,FT2_1271_m6_to_m12,FT2_1295_m12_to_m24,FT2_1657_m3,FT2_1005_m12,FT2_0126_m12_to_m24,FT2_0697_m6_to_m12,FT2_0166_m24,FT2_1295_m6_to_m12,FT2_1317_m24,FT2_0630_m24,FT2_0697_m12_to_m24,FT2_0350_m24,FT2_1039_m24,FT2_0071_m12_to_m24,FT2_B0061_d90,FT2_1040_m24,FT2_1656_m3,FT2_1657_m2,FT2_B0008_d720,FT2_0330_m24,FT2_0071_m6_to_m12,FT2_B0101_d720,FT2_0085_m24,FT2_1499_m24,FT2_0661_m24,FT2_0675_m24,FT2_B0059_d90,FT2_0698_m12_to_m24,FT2_0725_m12,FT2_1656_m2,FT2_0840_m24,FT2_0166_m12,FT2_1278_m12_to_m24,FT2_B0104_d720,FT2_0997_m24,FT2_0683_m12,FT2_1524_m6,FT2_0029_m12,FT2_0882_m12,FT2_1219_m24,FT2_0056_m24,FT2_1212_m6,FT2_1040_m12,FT2_1210_m24,FT2_0854_m12_to_m24,FT2_0706_m12_to_m24,FT2_B1095_d180,FT2_0684_m24,FT2_1263_m24,FT2_1482_m6_to_m12,FT2_1122_m12,FT2_B0057_d90,FT2_B2052_d180,FT2_B0020_d90,FT2_0217_m24,FT2_1657_m1,FT2_B1001_d180,FT2_B2032_d180,FT2_1210_m12,FT2_1150_m3,FT2_1495_m24,FT2_0807_m24,FT2_0669_m24,FT2_B0084_d60,FT2_0631_m24,FT2_0787_m24,FT2_1171_m24,FT2_0286_m24,FT2_B1062_d180,FT2_B0098_d180,FT2_B0057_d60,FT2_B0047_d30,FT2_1263_m12,FT2_0840_m12,FT2_B0102_d720,FT2_0670_m24,FT2_1268_m6_to_m12,FT2_0043_m24,FT2_B0080_d180,FT2_1243_m6,FT2_B0073_d180,FT2_B0023_d60,FT2_B0041_d60,FT2_1281_m12_to_m24,FT2_B0058_d180,FT2_B0025_d180,FT2_B0028_d180,FT2_0611_m6,FT2_0005_m12,FT2_1073_m24,FT2_0079_m6_to_m12,FT2_B0056_d180,FT2_B0017_d90,FT2_B0026_d180,FT2_0435_m24,FT2_B0047_d60,FT2_B0006_d720,FT2_B0045_d180,FT2_B1080_d180,FT2_B0093_d180,FT2_B0056_d90,FT2_1296_m6_to_m12,FT2_B1079_d180,FT2_B0062_d30,FT2_B0040_d30,FT2_B1095_d90,FT2_B0073_d30,FT2_0153_m6,FT2_B0082_d90,FT2_B0066_d180,FT2_0684_m12,FT2_B0040_d90,FT2_B0040_d60,FT2_B2056_d180,FT2_0756_m6,FT2_B0085_d180,FT2_0670_m12,FT2_B0077_d30,FT2_B0074_d90,FT2_B0103_d720,FT2_0050_m6,FT2_B0049_d90,FT2_B0060_d30,FT2_B0071_d180,FT2_B0074_d60,FT2_0841_m12,FT2_B0047_d180,FT2_B0068_d180,FT2_B0075_d30,FT2_0394_m6,FT2_B0044_d30,FT2_B1001_d90,FT2_0862_m6_to_m12,FT2_B0021_d720,FT2_B0097_d180,FT2_B0071_d90,FT2_B0082_d60,FT2_B0082_d30,FT2_1547_m24,FT2_B0027_d30,FT2_1613_m24,FT2_B0045_d60,FT2_0945_m24,FT2_B2052_d60,FT2_B0047_d90,FT2_0935_m6_to_m12,FT2_B0073_d90,FT2_B0043_d30,FT2_1204_m3,FT2_B0064_d60,FT2_B2052_d30,FT2_B0045_d90,FT2_B0045_d15,FT2_1414_m3,FT2_1140_m2,FT2_B0079_d30,FT2_0883_m12,FT2_B2025_d180,FT2_1082_m3,FT2_0826_m24,FT2_B0092_d180,ms_no,mobile_sha256,prod_flag,sample_type,target1_mi,target2_mi,stage,hs_date,label,weight,target,month_time,day_time,week_time,proba,score,bucket
37.0,3.0,44.0,19.0,0.272727,0.416667,0.4375,-999.0,-999.0,-999.0,0.315789,1.0,0.380693,-999.0,1.0,0.5,2.0,2.0,1.0,0.0,0.5,698.0,-999.0,2.0,-999.0,0.5,0.5,-999.0,0.28233,1.0,1.0,503.0,-999.0,-999.0,-999.0,0.0,-999.0,1.0,3.0,0.0,2.0,-999.0,450.0,2.315789,1.0,-999.0,0.0,0.333333,0.5,10.0,-999.0,0.288675,1.0,-999.0,0.055556,1.0,0.204124,-999.0,1.0,0.5,0.333333,-999.0,0.5,1.0,-999.0,0.0,0.0,-999.0,0.5,-999.0,0.5,0.0,1.0,0.0,0.333333,0.0,503.0,-999.0,-999.0,0.117868,1.0,-999.0,-999.0,-999.0,1.0,0.0,1.0,0.0,0.0,-999.0,-999.0,0.03033,0.5,1.0,0.0,0.0,0.0,0.0,450.0,0.408248,-999.0,0.0,-999.0,-999.0,0.0,1.0,-999.0,-999.0,0.0,2.0,2.0,3.0,-999.0,0.0,1.0,0.0,0.0,0.0,170.0,0.0,450.0,1.0,-999.0,125.0,0.0,-999.0,0.0,40.0,1.0,1.0,-999.0,0.0,0.003216,-999.0,1.0,-999.0,2.0,0.0,0.125,0.016667,1.0,0.0,0.6,1.0,0.0,-999.0,0.0,-999.0,-999.0,0.4,3.0,1.0,-999.0,1.0,125.0,51.0,2.0,0.0,0.333333,-999.0,0.0,0.0,1.0,0.0,0.0,-999.0,1.0,0.125,-999.0,3.0,1.0,0.0,-999.0,0.75,-999.0,1.0,3.0,-28.520962,-999.0,0.0,0.0,0.1,1.0,-999.0,0.16,0.0,1.0,-999.0,1.0,0.0,-999.0,1.189189,0.0,0.0,1.0,1.0,0.0,0.0,-999.0,52.0,503.0,1.0,0.333333,-999.0,0.0,80.0,0.0,0.0,1.0,51.0,-999.0,-999.0,-999.0,0.0,-999.0,0.0,-999.0,-999.0,0.0,2610327023670789280,8470d16fff703509e4301d4b2ea9a222ec2bb24adf7e83c2b3ba80f92caff8d7,S,CA,0.0,0.0,test,2024-11-10,0.0,1,train,2024-11,2024-11-10,45,0.18275219,601,2
119.0,3.0,158.0,22.0,0.025316,0.071429,0.012195,19.0,3.0,1.0,0.090909,2.0,0.380693,19.0,0.0,0.111111,17.0,17.0,6.0,59.0,0.076923,707.0,121.44667,17.0,3.0,0.058824,0.058824,0.0,1.082636,4.0,4.0,707.0,12.0,0.983051,134.0,0.0,0.647611,7.0,19.0,0.0,15.0,87.382195,183.0,7.181818,1.0,8.0,0.5,0.052632,0.411765,12.0,201.0,0.288675,0.285714,1.0,0.072222,0.4,4.476792,0.822222,1.0,0.428571,0.2,0.0,0.5,0.4,0.0,0.333333,0.0,317.0,0.333333,-999.0,0.3,0.601942,3.0,0.75,0.142857,0.0,701.0,0.0,0.048387,0.109948,4.0,-999.0,66.0,0.0,4.0,0.601942,0.8,0.0,0.470588,0.0,0.0,0.119123,0.235294,0.714286,0.0,5.573204,0.2,1.013496,0.0,0.408248,0.666667,0.0,0.125,0.7,0.0,1.0,-999.0,-999.0,0.0,4.0,0.0,7.0,264.0,0.0,9.0,0.0,0.0,0.0,73.0,58.0,0.0,3.0,-999.0,8.0,0.0,112.0,0.0,30.0,3.0,0.333333,-999.0,0.142857,0.413805,0.0,1.0,64.0,0.0,0.0,0.444444,0.083333,4.0,-999.0,0.769231,2.0,2.0,-999.0,0.0,2.0,0.214286,0.230769,7.0,6.0,0.0,0.28,707.0,27.0,0.0,0.111111,0.428571,-999.0,0.0,0.666667,2.0,0.0,0.666667,-999.0,6.0,0.444444,1.0,3.0,2.0,0.0,-999.0,0.888889,0.0,0.333333,4.0,0.054913,-999.0,1.0,0.666667,0.384615,2.0,0.887097,0.136095,0.0,0.333333,-999.0,0.666667,4.0,0.0,1.327731,0.222222,0.428571,4.0,2.0,0.0,0.666667,-999.0,53.0,201.0,0.0,0.22449,0.0,0.4,1.0,0.0,0.6,0.0,27.0,26.0,-999.0,-999.0,0.0,0.333333,0.0,-999.0,0.0,1.0,2593836145984930720,c92c6a353b96efd2e703b1f961ba3a112bffda036a019fbc69ab347e09632af3,S,CA,0.0,0.0,train,2024-10-18,0.0,1,valid,2024-10,2024-10-18,42,0.11870675,659,11
52.0,2.0,66.0,16.0,0.106061,0.214286,0.121951,17.0,5.0,2.0,0.222222,2.0,0.28233,17.0,0.0,0.25,5.0,5.0,5.0,18.0,0.181818,530.0,390.05502,9.0,5.0,0.0,0.0,2.0,0.658005,2.0,3.0,451.0,13.0,1.0,40.0,3.0,0.783417,7.0,6.0,0.0,9.0,356.76678,160.0,4.125,-999.0,-999.0,0.5,0.166667,0.555556,9.0,206.0,0.0,0.6,-999.0,0.055556,0.666667,1.51083,0.625,-999.0,1.0,0.333333,0.0,0.5,0.6,-999.0,0.5,0.0,-999.0,0.555556,-999.0,0.0,0.888889,2.0,0.0,0.333333,0.5,451.0,-999.0,0.0,0.405716,1.0,-999.0,-999.0,-999.0,2.0,0.888889,1.0,0.5,0.333333,-999.0,-999.0,-0.026957,0.0,1.0,0.0,1.922751,0.333333,0.0,1.0,0.0,0.0,0.0,0.333333,-999.0,0.0,1.0,-999.0,-999.0,-999.0,2.0,1.0,3.0,-999.0,0.5,4.0,0.0,0.0,0.0,330.0,18.0,1.0,1.0,-999.0,80.0,0.0,-999.0,1.0,68.0,1.0,0.5,-999.0,0.2,0.409088,2.0,0.0,40.0,2.0,0.0,0.285714,0.033333,2.0,1.0,0.727273,2.0,1.0,-999.0,0.0,-999.0,-999.0,0.272727,3.0,3.0,-999.0,0.5,-999.0,51.0,0.0,0.142857,0.333333,-999.0,0.0,0.5,2.0,0.0,0.0,-999.0,2.0,0.428571,1.0,3.0,2.0,0.0,-999.0,0.714286,2.0,1.0,3.0,0.046862,-999.0,0.0,0.5,0.272727,2.0,1.0,0.173554,0.0,1.0,-999.0,0.5,1.0,0.0,1.269231,0.571429,0.0,1.0,1.0,0.204124,0.0,-999.0,52.0,206.0,1.0,0.333333,0.0,0.0,62.0,0.0,0.5,1.0,27.0,52.0,-999.0,-999.0,0.0,1.0,0.0,-999.0,1.0,1.0,2589254899405423008,9e63b01b4bbf6353bda59518ca5ca23dffbb655a6196a50202fc22b365e76496,S,CA,0.0,0.0,train,2024-10-12,0.0,1,train,2024-10,2024-10-12,41,0.13290697,644,9
30.0,1.0,33.0,10.0,0.363636,0.166667,0.090909,-999.0,-999.0,-999.0,0.363636,0.0,0.204124,-999.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,708.0,-999.0,1.0,-999.0,0.0,0.0,-999.0,0.204124,1.0,1.0,708.0,-999.0,-999.0,-999.0,0.0,-999.0,4.0,6.0,0.0,1.0,-999.0,-999.0,3.3,-999.0,-999.0,-999.0,0.666667,1.0,6.0,-999.0,0.0,1.0,-999.0,0.033333,1.0,0.0,-999.0,-999.0,0.0,0.0,-999.0,1.0,1.0,-999.0,-999.0,0.0,-999.0,1.0,-999.0,1.0,-999.0,2.0,-999.0,0.0,0.0,130.0,-999.0,-999.0,0.065869,0.0,-999.0,-999.0,-999.0,2.0,-999.0,1.0,0.0,0.0,-999.0,-999.0,0.035106,1.0,1.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,2.0,2.0,2.0,-999.0,-999.0,2.0,0.0,0.0,0.0,137.0,0.0,-999.0,0.0,-999.0,30.0,0.0,-999.0,1.0,54.0,1.0,0.0,-999.0,0.0,-0.006475,-999.0,0.25,-999.0,0.0,0.0,0.25,0.016667,1.0,0.8,0.666667,1.0,0.0,-999.0,0.0,-999.0,-999.0,0.333333,2.0,1.0,-999.0,1.0,-999.0,27.0,0.0,0.25,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,1.0,0.25,-999.0,2.0,1.0,0.0,-999.0,0.75,-999.0,-999.0,1.0,0.050281,-999.0,0.0,-999.0,0.166667,0.0,-999.0,0.277778,0.0,-999.0,-999.0,-999.0,1.0,-999.0,1.1,0.25,0.5,0.0,0.0,0.28233,-999.0,0.0,27.0,-999.0,0.0,0.5,-999.0,0.5,-999.0,0.0,0.0,0.0,27.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,1.0,2610972201502900896,d7bbf84c2942dd6625f5b1d3d247520ac25bd6daecc733616eed26e29e4cb793,S,CA,0.0,0.0,test,2024-11-11,0.0,1,valid,2024-11,2024-11-11,46,0.1588163,620,5
60.0,5.0,78.0,26.0,0.166667,0.2,0.119048,-999.0,-999.0,-999.0,0.37037,3.0,0.414851,-999.0,2.0,0.142857,2.0,2.0,4.0,0.0,0.076923,718.0,-999.0,1.0,-999.0,1.0,1.0,-999.0,0.28233,3.0,4.0,616.0,-999.0,-999.0,-999.0,0.0,-999.0,5.0,2.0,2.0,1.0,-999.0,-999.0,3.0,1.0,-999.0,1.0,1.0,0.0,19.0,-999.0,0.389249,-999.0,-999.0,0.116667,-999.0,0.204124,-999.0,1.0,0.5,0.166667,-999.0,0.0,-999.0,-999.0,1.0,0.0,-999.0,0.0,-999.0,0.0,1.0,3.0,0.0,0.166667,0.333333,616.0,-999.0,0.0,0.171029,1.0,-999.0,-999.0,-999.0,4.0,1.0,-999.0,0.4,0.0,-999.0,-999.0,-0.223617,0.0,-999.0,2.0,0.288675,-999.0,0.0,-999.0,0.516398,0.0,0.204124,-999.0,-999.0,0.0,1.0,-999.0,-999.0,0.0,9.0,19.0,10.0,-999.0,-999.0,1.0,0.0,0.288675,2.0,76.0,0.0,-999.0,2.0,-999.0,616.0,1.0,-999.0,2.0,15.0,3.0,0.0,-999.0,-999.0,-0.1348,-999.0,1.0,-999.0,2.0,0.0,0.428571,0.066667,3.0,-999.0,0.884615,2.0,0.0,-999.0,0.0,-999.0,-999.0,0.115385,12.0,1.0,-999.0,0.36,84.0,52.0,17.0,0.0,0.25,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,8.0,0.571429,1.0,6.0,3.0,0.0,-999.0,0.857143,-999.0,-999.0,5.0,-28.543118,-999.0,0.0,-999.0,0.384615,3.0,0.0,0.449704,0.0,-999.0,-999.0,-999.0,1.0,-999.0,1.3,0.142857,0.333333,3.0,0.0,0.204124,-999.0,-999.0,49.0,-999.0,2.0,0.25,-999.0,0.5,-999.0,0.0,0.2,0.0,52.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,0.0,2588522188243992992,844cb4da4f5d99443bb2e0fcf166be2b3a5eef36a35bc97d2b19962ea4782dfc,S,CA,0.0,0.0,train,2024-10-11,0.0,1,valid,2024-10,2024-10-11,41,0.15923816,620,5
61.0,2.0,71.0,25.0,0.211268,0.235294,0.097561,-999.0,-999.0,-999.0,0.464286,2.0,0.442326,-999.0,4.0,0.214286,2.0,2.0,7.0,0.0,0.1875,716.0,-999.0,2.0,-999.0,1.0,1.0,-999.0,0.408248,5.0,4.0,688.0,-999.0,-999.0,-999.0,1.0,-999.0,7.0,10.0,1.0,2.0,-999.0,88.0,2.84,1.0,-999.0,1.0,0.7,0.0,15.0,-999.0,0.57735,-999.0,-999.0,0.088889,-999.0,0.204124,-999.0,1.0,0.714286,0.666667,-999.0,0.0,-999.0,-999.0,0.4,0.0,-999.0,0.0,-999.0,0.0,1.0,1.0,0.0,0.666667,0.5,-999.0,-999.0,0.0,0.144174,1.0,-999.0,-999.0,-999.0,1.0,1.0,-999.0,0.5,0.0,-999.0,-999.0,-0.011011,0.0,-999.0,0.0,0.288675,-999.0,0.0,88.0,0.816497,0.0,0.637022,-999.0,-999.0,0.0,1.0,-999.0,-999.0,0.0,1.0,4.0,3.0,-999.0,-999.0,0.0,0.0,0.0,0.0,121.0,0.0,88.0,0.0,-999.0,434.0,3.0,-999.0,3.0,26.0,1.0,0.0,-999.0,-999.0,-0.032226,-999.0,0.571429,-999.0,1.0,0.0,0.416667,0.033333,2.0,0.666667,0.6875,2.0,0.0,-999.0,0.0,-999.0,-999.0,0.3125,3.0,0.0,-999.0,0.5,-999.0,53.0,1.0,0.0,0.666667,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,1.0,0.333333,1.0,3.0,2.0,0.0,-999.0,0.583333,-999.0,-999.0,2.0,-28.538914,-999.0,0.0,-999.0,0.375,1.0,0.0,0.109375,0.0,-999.0,-999.0,-999.0,0.0,-999.0,1.163934,0.083333,0.333333,0.0,0.0,0.204124,-999.0,-999.0,51.0,-999.0,1.0,0.333333,-999.0,0.333333,-999.0,0.0,0.5,0.0,51.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,0.0,2603680134984630944,7c16740285fc647f8e179ac1802033ba516458a5703f4c9190c63298400971e6,O,CA,0.0,0.0,test,2024-11-01,0.0,1,valid,2024-11,2024-11-01,44,0.13771372,639,8
8.0,0.0,8.0,4.0,0.25,0.5,0.25,-999.0,-999.0,-999.0,0.5,0.0,0.0,-999.0,0.0,0.5,0.0,0.0,1.0,0.0,0.25,124.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,1.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,1.0,0.0,0.0,0.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,-999.0,8.0,-999.0,0.0,-999.0,-999.0,0.044444,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,0.034719,0.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,4.0,3.0,4.0,-999.0,-999.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,1.0,-999.0,-999.0,0.0,-999.0,3.0,50.0,2.0,0.0,-999.0,-999.0,-0.001242,-999.0,-999.0,-999.0,2.0,0.0,0.0,0.033333,1.0,-999.0,0.75,1.0,0.0,-999.0,0.0,-999.0,-999.0,0.25,4.0,0.0,-999.0,1.0,-999.0,53.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,2.0,0.25,-999.0,2.0,1.0,0.0,-999.0,1.0,-999.0,-999.0,2.0,0.0,-999.0,0.0,-999.0,0.0,2.0,-999.0,0.34375,0.0,-999.0,-999.0,-999.0,0.0,-999.0,1.0,0.25,0.0,1.0,0.0,0.204124,-999.0,-999.0,52.0,-999.0,2.0,0.5,-999.0,0.0,-999.0,0.0,0.0,0.0,52.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,0.0,2617581431060170400,3488d2ad54abcb0bb3ffa846bc858ce179061525c9b607cda4d8864ef2ee78e6,S,CA,0.0,0.0,test,2024-11-20,0.0,1,train,2024-11,2024-11-20,47,0.24812818,556,0
251.0,13.0,351.0,47.0,0.059829,0.129032,0.041451,20.0,3.0,1.0,0.115385,3.0,1.102533,19.0,0.0,0.052632,7.0,7.0,8.0,78.0,0.041667,715.0,150.9617,63.0,3.0,0.285714,0.285714,1.0,0.624094,10.0,3.0,713.0,12.0,0.935897,92.0,0.0,0.647169,37.0,14.0,0.0,27.0,125.82289,64.0,7.468085,0.0,-999.0,0.666667,0.357143,0.31746,55.0,167.0,0.389249,0.45,1.0,0.372222,0.666667,4.190223,0.847458,0.0,0.634146,0.090909,0.0,0.666667,0.5,1.0,0.365385,0.0,8.0,0.37037,-999.0,0.444444,0.680851,4.0,0.2,0.09375,0.2,670.0,0.0,0.09375,0.151296,5.0,-999.0,-999.0,-999.0,13.0,0.684783,0.833333,0.214286,0.0,-999.0,0.0,0.056541,0.15873,0.5,0.0,4.996969,0.0,0.56466,0.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.978723,-999.0,-999.0,0.0,14.0,22.0,28.0,-999.0,0.0,34.0,0.0,0.0,5.0,118.0,73.0,0.0,3.0,144.0,64.0,0.0,469.0,22.0,22.0,9.0,0.755102,-999.0,0.0,0.004605,0.0,0.4,91.0,5.0,0.0,0.588235,0.233333,4.0,0.333333,0.597222,4.0,3.0,0.774212,0.0,2.0,-999.0,0.402778,32.0,6.0,0.0,0.27551,713.0,33.0,0.0,0.235294,0.5625,-999.0,0.0,0.5,1.0,0.0,0.0,-999.0,24.0,0.176471,0.984375,4.0,3.0,0.0,-999.0,0.764706,0.0,1.0,11.0,0.074152,23.0,3.0,0.857143,0.430556,8.0,0.984375,0.136188,0.0,0.857143,0.0,1.0,14.0,0.034483,1.398406,0.352941,0.59375,10.0,5.0,0.28233,1.0,-999.0,33.0,48.0,2.0,0.125,0.02296,0.636364,1.0,0.0,0.142857,0.0,52.0,33.0,-999.0,-999.0,0.142857,0.666667,0.0,-999.0,-999.0,4.0,2566212192913589664,b3b0a1e5b559177d5a10602ed11dbea3a3cf28fe32fc1bd00f040fc2ccaff1d1,O,CA,0.0,0.0,train,2024-09-10,0.0,1,valid,2024-09,2024-09-10,37,0.0835275,704,14
36.0,3.0,39.0,16.0,0.076923,0.1,0.076923,0.0,0.0,0.0,0.176471,0.0,0.337832,0.0,1.0,0.333333,1.0,1.0,1.0,1.0,0.333333,717.0,-999.0,16.0,0.0,1.0,1.0,0.0,0.204124,1.0,1.0,684.0,0.0,1.0,-999.0,1.0,1.0,1.0,2.0,1.0,15.0,-999.0,211.0,2.4375,0.0,-999.0,-999.0,1.0,0.125,3.0,205.0,0.288675,0.0,-999.0,0.016667,0.0,0.448427,1.0,0.0,0.0,0.5,0.0,0.4,0.0,-999.0,-999.0,0.0,235.0,0.066667,-999.0,0.0,1.0,0.0,0.0,0.5,0.5,668.0,-999.0,0.333333,0.121863,2.0,-999.0,-999.0,-999.0,0.0,1.0,0.5,0.5,0.375,-999.0,-999.0,0.016734,0.0,0.5,0.0,0.621582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,1.0,-999.0,-999.0,0.0,1.0,0.0,2.0,28.0,0.0,1.0,0.0,0.0,0.0,226.0,1.0,0.0,1.0,-999.0,251.0,0.0,-999.0,0.0,135.0,1.0,1.0,-999.0,0.0,0.035624,1.0,0.0,176.0,2.0,0.0,0.333333,0.033333,2.0,1.0,0.333333,1.0,0.0,-999.0,0.0,-999.0,-999.0,0.666667,2.0,1.0,-999.0,0.5,671.0,53.0,0.0,0.0,0.5,-999.0,0.0,0.0,1.0,0.0,0.0,-999.0,1.0,0.333333,1.0,2.0,2.0,0.0,-999.0,0.666667,1.0,0.0,0.0,0.055213,-999.0,0.0,0.0,0.333333,0.0,0.666667,0.333333,0.0,0.0,-999.0,1.0,1.0,0.0,1.083333,0.333333,0.0,1.0,1.0,0.0,1.0,-999.0,27.0,204.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,27.0,-999.0,-999.0,-999.0,1.0,0.5,0.0,-999.0,0.0,0.0,2592733501639885728,14786211d10e11fdc3ca7fcf64f828d182bc276aca77541d6197011632c0e84c,O,CA,0.0,0.0,train,2024-10-17,0.0,1,valid,2024-10,2024-10-17,42,0.13877292,638,8
40.0,2.0,41.0,14.0,0.292683,0.3,0.380952,-999.0,-999.0,-999.0,0.333333,1.0,0.380693,-999.0,1.0,0.5,1.0,1.0,0.0,0.0,0.8,717.0,-999.0,3.0,-999.0,0.0,0.0,-999.0,0.204124,1.0,0.0,717.0,-999.0,-999.0,-999.0,1.0,-999.0,0.0,1.0,1.0,1.0,-999.0,132.0,2.928571,-999.0,-999.0,0.0,0.0,0.0,5.0,-999.0,0.0,-999.0,-999.0,0.027778,-999.0,0.0,-999.0,-999.0,0.25,-999.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,624.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,492.0,-999.0,-999.0,0.076359,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.333333,-999.0,-999.0,0.031401,0.0,-999.0,0.0,0.0,-999.0,0.0,93.0,0.0,-999.0,0.204124,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.288675,0.0,475.0,0.0,-999.0,0.0,-999.0,492.0,1.0,-999.0,0.0,31.0,0.0,0.0,-999.0,-999.0,0.111324,-999.0,-999.0,-999.0,0.0,0.0,0.5,0.0,0.0,-999.0,0.2,1.0,0.0,-999.0,0.0,-999.0,-999.0,0.8,0.0,0.0,-999.0,0.0,-999.0,53.0,0.0,0.0,-999.0,-999.0,0.0,-999.0,0.0,0.0,-999.0,-999.0,0.0,0.0,-999.0,0.0,0.0,0.0,-999.0,1.0,-999.0,-999.0,0.0,0.045886,-999.0,0.0,-999.0,0.2,0.0,-999.0,0.68,0.0,-999.0,-999.0,-999.0,0.0,-999.0,1.025,0.0,-999.0,0.0,0.0,0.204124,-999.0,-999.0,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,0.0,2594419415084697248,92820ef352904f8a0e77db73357dff68eb493e81cdf0169558be52ce0e8a260d,S,CA,0.0,0.0,train,2024-10-19,0.0,1,train,2024-10,2024-10-19,42,0.16139813,618,5
