ID,hs_date,label,weight,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,feature91,feature92,feature93,feature94,feature95,feature96,feature97,feature98,feature99,feature100,feature101,feature102,feature103,feature104,feature105,feature106,feature107,feature108,feature109,feature110,feature111,feature112,feature113,feature114,feature115,feature116,feature117,feature118,feature119,feature120,feature121,feature122,feature123,feature124,feature125,feature126,feature127,feature128,feature129,feature130,feature131,feature132,feature133,feature134,feature135,feature136,feature137,feature138,feature139,feature140,feature141,feature142,feature143,feature144,feature145,feature146,feature147,feature148,feature149,feature150,feature151,feature152,feature153,feature154,feature155,feature156,feature157,feature158,feature159,feature160,feature161,feature162,feature163,feature164,feature165,feature166,feature167,feature168,feature169,feature170,feature171,feature172,feature173,feature174,feature175,feature176,feature177,feature178,feature179,feature180,feature181,feature182,feature183,feature184,feature185,feature186,feature187,feature188,feature189,feature190,feature191,feature192,feature193,feature194,feature195,feature196,feature197,feature198,feature199,feature200,feature201,feature202,feature203,feature204,feature205,feature206,feature207,feature208,feature209,feature210,feature211,feature212,feature213,feature214,feature215,feature216,feature217,feature218,feature219
ID_100052,2024-10-31,0,1,120,18,389,-999,0.038085,0.252467,0.104232,-999,-999,-999,0.258935,6,-0.021237,-999,2,0.264433,129,-5,6,1,0.094645,625,13054.565489,0,-999,-0.013654,0.35931,-999,0.161734,0,1,698,2,-999.0,-999,-1,0.351521,15,2,2,9,3081.921591,236,6.587127,0.985469,-999,-999.0,0.013944,0.505423,5,705,0.788887,0.818543,-999,0.08299,0.519309,0.138305,-0.016787,0.997735,0.287921,0.099273,-0.031706,-999.0,0.233373,3,0.193819,0.007015,-999,0.208159,-999,0.507201,0.006435,0,0.510953,-0.005475,1.001633,-999,-999.0,0.00817,0.102665,3,508,-999,-999,6,0.754077,-999.0,0.053793,0.542121,-999,-999.0,0.034705,0.111433,1.01677,0,0.350223,-0.004363,0.026916,187,0.414529,1.012633,-0.064613,-999.0,-999.0,0,1.002279,-999,-999.0,0.001321,3,0,14,-999,-0.008708,3,0,-0.082117,2,-4,0,6,2,-999,129,0,12,4,98,2,0.482577,-999,-0.005061,0.404095,11,0.726601,242,0,0.638965,0.479603,0.025935,8,-999.0,0.628493,1,1,-999.0,0,-999,-999.0,-0.002616,16,0,-999.0,0.139776,61,62,0,0.01075,0.007502,-999.0,1,-999.0,4,1,-0.003944,-999,6,0.579299,1.022185,2,4,0,-999,0.854429,-1,1.027091,5,-28.688595,-999,0,0.988007,0.527925,0,-999.0,0.103507,0.058283,1.012237,-999.0,-999.0,7,-999.0,1.223225,0.449326,0.252055,6,0,0.005325,0.010648,-999,63,-999,2,0.328392,-999.0,0.450544,90,0,-0.00426,0,26,-999,-999,0.000159,-0.046269,-999.0,0,-999,167,1
ID_100053,2024-12-01,0,1,58,3,56,29,0.107328,0.108201,0.218044,-999,-999,1,0.03776,6,0.629064,-999,4,8.3e-05,16,16,6,-1,0.035219,703,-999.0,9,3,-999.0,1.00328,0,2.129647,4,1,695,-999,0.978546,59,-1,0.286176,34,-1,0,10,-999.0,255,2.992275,0.502931,-999,0.368086,0.560386,0.343114,15,-999,3.33929,-999.0,0,0.200389,0.280711,-0.067338,0.025683,0.007377,0.993428,0.992006,-999.0,0.025672,-999.0,-999,0.715187,0.165044,-999,-0.020666,-999,0.348666,-999.0,10,-0.01911,-999.0,0.670224,117,0.00138,0.989676,0.083171,1,-999,-999,-999,18,0.993732,-999.0,0.495929,0.112818,-999,1.016442,-0.030022,0.000901,0.510004,0,0.515047,-0.01014,0.683961,82,0.124247,-999.0,0.257505,-999.0,-999.0,0,0.986132,-999,0.263635,0.001041,2,6,11,-999,0.017628,14,0,-0.022614,0,62,5,-4,7,96,44,11,-999,-1,32,46,0.641912,-999,-999.0,0.019526,8,1.008058,-999,2,0.013053,0.342972,0.034792,0,0.032722,0.191725,2,0,-999.0,0,-999,-999.0,0.011633,21,2,0.004116,0.248056,-999,30,1,0.050295,0.491413,-999.0,0,0.975517,1,0,-999.0,-999,4,0.168399,-999.0,2,2,0,-999,0.869141,-999,-999.0,9,-0.935624,-999,0,-0.027193,0.366877,0,0.009222,0.094208,0.008164,0.202641,-999.0,0.494074,16,-999.0,1.007836,0.094669,0.423906,3,0,0.474853,-999.0,20,55,-999,2,0.370318,-999.0,0.257199,97,0,0.611934,0,52,32,12,-4.8e-05,-0.034919,0.228515,0,-999,-999,0
ID_100054,2024-09-18,0,1,6,4,194,16,0.066306,-5.9e-05,0.213137,1,-999,-999,0.262603,4,0.521776,10,0,0.496944,8,4,5,2,0.117776,723,-999.0,18,0,0.987253,0.001601,-999,0.068174,1,0,694,-999,-0.011295,-999,74,0.988458,3,-3,0,7,-999.0,-999,5.699507,0.006628,-999,0.503736,1.009225,0.671279,44,-999,0.606606,-999.0,19,0.102293,-0.023221,2.881198,0.000417,0.242518,-999.0,-0.026602,-0.010032,0.213926,0.997871,-999,0.511686,-0.011102,-999,0.242834,-999,0.247398,0.601113,5,0.995358,0.000314,-0.000757,-999,-999.0,0.016636,0.07346,1,-999,-999,-999,1,0.690726,0.687074,-999.0,0.162343,-999,-999.0,0.092501,0.007767,0.753621,0,0.507482,0.322683,0.468081,-2,0.079647,1.012807,0.280127,-999.0,-999.0,0,-999.0,-999,-999.0,-999.0,10,13,10,-999,-999.0,58,0,-0.063258,7,106,0,195,5,265,94,0,-999,0,26,0,0.985167,0,0.30986,0.056256,-2,0.230662,3,5,0.002921,0.610468,0.354198,1,0.998517,1.006367,2,1,-999.0,0,-999,-999.0,0.437791,10,2,-999.0,0.339831,656,54,0,0.127645,0.168877,-999.0,0,-999.0,1,0,-0.018564,-999,3,0.50207,-999.0,1,3,1,0,0.830569,11,-999.0,4,-0.749682,-999,4,-0.004264,0.363035,1,-999.0,0.159307,0.222032,0.523519,0.493377,1.018323,1,-0.007748,1.373254,0.45481,1.003458,12,3,0.932347,0.014701,-999,53,152,1,0.322006,-999.0,0.567247,2,0,0.057107,0,51,-999,-999,-999.0,-0.023309,0.016171,2,-999,15,1
ID_100055,2024-09-14,0,1,99,8,219,51,0.035399,0.228598,0.077434,-999,1,0,0.209413,1,0.51538,-999,2,0.231456,3,-4,3,15,0.007641,707,8591.485483,22,-999,0.767248,0.012236,-999,0.369782,4,3,689,-999,-999.0,-999,1,1.000138,19,4,0,4,-999.0,-999,3.493715,1.03609,-999,0.662008,0.265124,0.619164,32,162,0.516583,0.386011,-999,0.249352,1.029414,0.091911,-999.0,-999.0,-999.0,-0.022104,-999.0,0.00353,0.583598,-999,0.514227,-0.00204,-999,0.26145,-999,-999.0,-999.0,4,0.509081,0.129843,0.018257,644,-999.0,-999.0,0.052172,1,125,-999,-999,1,0.991652,1.021427,-0.006977,0.004062,0,-999.0,-0.184669,-0.013265,0.986524,0,1.632411,-999.0,0.038022,2,0.421425,-0.011568,-0.006536,-999.0,0.011298,0,0.998618,-999,-999.0,-0.006894,9,1,2,581,-999.0,62,0,0.498318,0,62,1,-999,6,-999,15,0,-999,-1,63,21,1.017788,-999,0.001652,0.575592,-2,0.990471,-999,1,-0.013813,0.383188,0.077276,7,-999.0,0.667921,2,0,-999.0,0,1,-999.0,0.138078,10,3,-0.011838,0.504463,500,40,3,0.006223,0.292144,-999.0,0,0.686578,1,0,-0.001564,-999,5,0.999184,1.01626,7,1,0,5,0.851521,-999,0.361412,4,-29.008824,-999,1,1.027209,0.337354,0,0.197255,0.351784,-0.002975,-0.025285,-999.0,0.992464,31,-999.0,-999.0,0.011618,0.280991,0,0,0.328626,-999.0,-999,51,-999,4,0.450137,-999.0,0.588722,-999,0,0.573805,1,29,27,21,-999.0,0.18862,-999.0,0,0,207,0
ID_100056,2024-10-23,0,1,27,3,161,23,0.092861,0.49032,0.204511,-999,-999,-999,0.000855,0,0.651503,-999,0,0.115537,6,-8,7,3,0.084153,557,-10403.688275,0,-999,-999.0,0.258196,-999,0.179528,3,8,608,-999,1.003021,-999,-1,-999.0,5,5,2,2,-999.0,389,0.92059,1.017696,-999,0.701645,1.015589,0.484384,8,-999,0.505171,0.73344,-999,0.159202,0.029461,0.272055,-999.0,0.701766,0.703216,0.016114,0.009328,0.656231,-0.007802,1,0.190605,0.007591,439,0.01981,-999,0.153025,-999.0,2,1.02441,0.21056,-999.0,665,1.012976,0.333861,0.215231,2,-999,-999,-999,0,0.096058,0.530266,-0.003778,0.16077,-999,-999.0,0.015928,1.006771,0.989567,3,0.322996,0.355249,0.001237,-999,0.137997,0.495382,0.043836,-0.002425,-999.0,0,0.493147,9,-999.0,-0.003717,9,14,27,-999,0.006586,-1,0,0.034621,0,159,1,13,2,481,382,0,-999,2,35,13,1.012594,-999,0.025234,-0.234736,4,0.976207,122,4,0.752057,0.382891,0.012208,0,-999.0,0.648283,2,6,0.984879,0,-999,-999.0,0.066271,29,6,-999.0,0.326928,668,52,1,0.178329,0.008374,-999.0,0,0.619839,2,0,0.701988,-999,15,0.267541,-999.0,1,4,0,-999,1.015655,5,0.41119,2,-28.299851,-999,0,1.011586,0.275674,0,-999.0,0.550687,0.086319,-999.0,-999.0,1.007203,19,-999.0,1.20179,0.365157,0.272615,5,5,-0.089751,0.992726,1,51,-999,0,-0.017722,-999.0,0.314397,-999,0,-999.0,0,52,-999,-999,-999.0,-0.008802,-0.003409,0,-999,-999,0
ID_100057,2024-11-06,0,1,149,2,0,69,0.088423,0.196658,0.060335,-999,-999,-999,0.185992,2,0.743152,8,9,-0.012541,112,13,4,2,-0.01169,724,-8782.323883,2,1,1.019449,0.342362,-999,0.00816,5,5,707,-1,-999.0,120,-5,-999.0,9,121,0,8,-999.0,412,5.809114,0.485125,-999,0.702397,0.722523,0.263432,1,168,0.281955,0.443062,-999,0.052223,0.320943,-0.057837,-0.015359,0.005979,0.502758,0.000928,0.48524,0.000717,-0.004783,-999,0.327584,0.001291,21,0.122458,-999,0.308302,0.82708,1,0.657881,0.225004,0.012044,659,-999.0,1.012009,0.408525,7,-999,181,-999,0,0.999061,0.850891,0.199316,0.511416,-999,-999.0,-0.213851,-0.000786,0.01286,0,1.157867,0.008666,-0.00834,15,0.763924,0.531773,0.334628,1.01131,-999.0,0,0.988729,-999,-999.0,-0.003312,3,1,13,504,0.124224,1,0,0.085579,2,138,0,8,5,-999,150,0,-999,1,48,-1,0.947044,-999,-0.007382,35.728036,-999,1.004743,101,4,-0.033238,0.234124,0.08417,1,1.023443,0.909218,1,0,-999.0,0,-999,-999.0,0.003763,-1,8,-999.0,-0.005898,312,52,0,0.338645,0.031433,-999.0,0,0.989951,1,0,0.289081,-999,4,0.010533,0.986018,5,2,0,-999,0.674544,-999,1.019386,1,-28.675142,-999,1,-0.000647,0.129655,3,-0.015526,0.529,0.001826,0.656106,-0.010808,0.998405,8,-999.0,1.165482,0.396838,0.127055,2,0,0.033154,0.982083,-999,53,-999,0,0.426706,-999.0,0.255029,-999,0,-999.0,0,51,-999,-999,-999.0,-0.01936,0.321903,0,-999,-999,1
ID_100058,2024-11-19,0,1,40,4,25,1,0.542226,0.349077,0.035477,1,-999,6,0.243057,1,1.5032,22,0,0.39262,4,8,1,0,-0.016061,677,-999.0,12,-999,1.006064,0.976586,3,-0.071986,5,3,373,-999,-999.0,-999,75,-999.0,9,-13,0,4,484.644659,38,4.373418,0.129088,18,0.995202,0.992484,0.213437,31,-999,0.347583,0.40964,-999,0.137805,1.023865,0.363241,0.899868,1.011236,0.364468,0.023534,-0.014231,0.380041,0.140061,-999,0.504392,-0.018701,490,0.643923,-999,0.113046,0.228171,2,0.171584,-999.0,0.195012,169,-999.0,-999.0,0.104513,3,-999,-999,-999,4,0.991659,0.656203,0.1582,0.571848,-999,-0.029713,0.064022,0.69961,0.99077,0,-0.14122,0.007404,0.003496,25,0.826351,0.326554,-0.010721,-999.0,0.279323,0,-999.0,-999,0.551034,-999.0,29,12,7,-999,0.532912,2,0,0.018719,0,33,0,-2,5,-999,12,-999,-999,-1,25,2,-0.01046,-999,-0.000449,0.033767,-999,-0.020005,222,1,0.004465,0.613381,0.245604,4,0.809536,1.005316,1,0,-999.0,0,3,-999.0,0.145637,-2,2,-999.0,0.330586,523,52,25,0.095907,0.261934,-999.0,0,0.969644,0,1,0.680371,-999,2,0.753835,1.008632,3,1,0,-999,0.997106,25,-999.0,8,-27.761123,-999,9,-999.0,0.093699,0,-999.0,0.482385,0.000971,0.009313,-999.0,0.986944,2,0.179897,1.070835,0.403857,0.912844,3,5,1.043165,0.527827,-999,52,-999,1,0.771554,-999.0,0.492566,0,0,0.126233,0,53,-999,-999,-999.0,-999.0,0.021978,2,-999,-999,1
ID_100059,2024-09-01,0,1,146,21,134,35,-0.006232,0.184552,0.052298,6,0,3,0.236313,1,0.578163,22,2,0.065091,-2,5,3,-1,0.756103,720,94779.733086,34,15,0.753531,0.963142,-999,1.316068,9,0,505,-999,0.848811,-999,-1,0.959931,41,9,0,8,-999.0,-999,4.376629,-999.0,-999,1.007722,0.863964,0.40117,15,658,0.662357,0.002602,-999,0.434795,0.989247,0.309853,-999.0,0.538761,0.359849,-999.0,-999.0,0.390545,0.02965,-999,-999.0,0.013245,-999,0.125497,47,0.196159,-999.0,3,0.204174,-0.011073,-999.0,481,-999.0,0.61436,0.143477,4,-999,-999,-999,2,-999.0,0.495853,0.120256,-999.0,-999,-999.0,-0.057227,0.282424,0.229848,0,0.173465,-999.0,0.170221,0,0.124376,0.317858,0.007966,0.042188,-999.0,0,0.999187,-999,0.981076,0.001123,1,5,9,43,0.018028,1,0,0.007036,0,191,0,13,7,188,103,116,-999,2,11,1,0.649475,-999,-999.0,0.344413,241,0.49179,141,6,0.005521,0.508881,0.006191,2,0.979433,0.633183,2,0,-999.0,0,-999,-999.0,0.416961,9,0,-999.0,0.196933,410,29,7,-0.005364,0.507329,-999.0,3,1.000201,1,0,0.487545,-999,26,0.111769,1.001402,6,-999,0,-999,0.995669,-999,0.045163,2,0.551278,62,0,0.096519,0.294126,1,-999.0,0.155202,0.004758,0.227788,-0.000864,1.014457,2,-999.0,1.398748,0.155499,0.375669,5,3,1.250646,0.994934,-999,33,-999,0,0.542389,0.014901,0.338812,-1,0,0.484926,0,50,-999,-999,-999.0,0.009738,0.6757,1,-999,6,0
ID_100060,2024-09-06,0,1,201,5,330,34,0.017273,0.004748,0.084956,-999,7,2,0.261153,3,0.211422,-999,4,0.003412,10,1,1,2,0.082957,721,-999.0,-1,17,1.009882,0.103647,-999,-0.038524,1,5,701,-999,-0.034001,-999,1,1.025235,0,5,0,5,-999.0,-999,3.349836,0.518088,-999,0.510294,0.67835,0.278631,24,637,0.621557,-999.0,-999,0.009323,-999.0,0.968326,-999.0,-999.0,0.612884,-0.021078,-999.0,0.344795,-999.0,0,-0.000706,0.001606,329,0.512544,-999,-0.012714,-999.0,1,0.495332,-999.0,-0.007444,575,-0.015588,-999.0,0.14899,4,-999,-999,-999,19,0.971917,1.000715,0.088003,0.204471,1,-999.0,0.002889,-0.016739,0.35908,0,3.710799,-999.0,1.274537,-2,0.4014,1.008681,0.549717,-999.0,-999.0,0,0.325179,-999,-999.0,-999.0,11,1,26,-999,-999.0,16,0,0.617599,0,121,-1,7,1,-999,307,0,-999,0,28,1,0.552313,-999,-0.021566,-0.349763,-3,0.021544,493,1,0.027975,0.355981,0.080646,5,-999.0,0.845489,1,0,-999.0,1,-999,0.998156,0.229222,16,0,-999.0,0.270745,476,26,-1,0.005294,0.734577,-999.0,0,0.700915,2,0,1.023976,-999,-999,0.381415,-999.0,6,0,1,-999,0.744757,-999,0.410521,2,0.348216,-999,0,-999.0,0.506576,2,-0.001437,0.163026,0.004317,0.586182,-999.0,-999.0,1,-0.009508,1.121764,0.284253,0.751903,3,0,0.479415,0.658032,-999,53,-999,1,0.205283,-999.0,0.499742,62,0,0.506231,6,52,52,3,-7.7e-05,0.220311,-0.015167,0,-999,7,1
ID_100061,2024-10-01,0,1,133,5,66,21,0.275651,0.251801,0.053623,-999,5,10,0.226543,0,0.37608,14,1,0.303833,6,5,6,4,0.00919,474,-999.0,8,-999,0.500472,0.99946,-999,1.294982,5,10,752,-999,0.022223,-999,3,-999.0,2,3,0,7,-999.0,-999,2.017927,-999.0,10,0.341402,0.950976,1.009512,32,143,-0.050453,-999.0,-999,0.215935,0.99869,0.012595,-999.0,-999.0,1.012985,0.750531,0.015527,0.674617,-999.0,-999,-999.0,0.015897,-999,0.969708,-999,-0.000215,1.000343,0,0.022775,0.149956,-999.0,162,-999.0,-0.025763,0.094454,7,-999,-999,-999,4,0.428831,-999.0,0.496784,0.224328,-999,-999.0,0.012426,0.555956,-999.0,5,-0.120111,-0.031712,0.021502,50,0.249806,0.00985,0.786293,-999.0,0.967602,0,0.771042,-999,-999.0,0.001324,0,1,1,310,-999.0,16,0,-0.065145,1,143,-1,-999,0,173,74,0,-999,2,24,1,0.346286,-999,-999.0,0.113135,-999,0.756093,237,3,0.011881,0.327056,0.067992,4,1.003235,0.661713,2,5,-999.0,0,-999,-999.0,0.008229,14,1,-999.0,0.256328,592,31,17,0.248936,0.207266,-999.0,0,1.015568,2,0,0.014142,-999,2,0.158467,1.015321,3,2,0,-999,0.875077,102,-0.021858,8,-27.383522,88,1,0.979635,0.201426,0,0.349155,0.494662,-0.007738,0.160155,-999.0,1.005151,5,-999.0,1.72189,0.226386,-0.029277,3,2,0.472491,-999.0,1,33,-999,0,0.366652,0.009464,0.664084,2,0,0.007556,5,28,54,-999,-999.0,-999.0,-999.0,0,-999,-999,1
ID_100062,2024-10-30,0,1,108,17,69,26,0.155396,0.070446,0.225129,6,8,-999,0.364566,1,0.336913,-999,6,0.23663,3,71,2,0,0.206371,715,-999.0,3,3,0.583965,0.471882,-999,1.602755,4,0,659,-999,0.01319,-999,2,1.001227,14,13,0,-999,-999.0,104,5.593611,0.635495,-999,0.482045,0.659464,0.678781,16,165,0.117198,0.808499,-999,0.054223,1.018269,0.149355,0.841884,-999.0,0.679162,0.003128,-999.0,-0.003717,0.007905,4,-0.019232,-999.0,261,0.629068,504,1.001197,0.781881,1,0.481911,-0.011823,0.539966,713,-999.0,0.277593,0.114786,2,-999,38,-999,3,0.020729,0.987979,0.387766,0.319306,-999,-999.0,0.076907,1.012108,-999.0,0,0.05599,0.010901,-0.016226,3,0.032055,0.350631,-0.112712,0.016423,-999.0,0,1.002291,-999,-999.0,-999.0,2,-1,10,-999,0.020221,13,0,-0.026161,0,11,1,6,3,-999,36,1,-999,4,23,1,0.437681,-999,-999.0,0.546643,-999,0.011358,77,3,0.019942,0.407005,0.014444,3,-999.0,0.970064,2,3,1.032026,0,-999,-999.0,0.33833,11,1,-999.0,0.245447,502,54,6,0.002273,0.022258,-999.0,0,0.609034,1,0,-999.0,-999,6,0.566122,-999.0,1,4,0,-999,1.000639,-999,-999.0,9,-0.458285,-999,0,-0.003021,0.580091,1,0.646554,0.116425,0.16249,0.485706,0.00612,0.997926,0,-999.0,0.963353,-0.018956,0.787718,0,1,-0.009385,-999.0,2,30,-999,0,0.546182,-999.0,0.490709,-4,0,0.498661,1,33,53,-999,-7.2e-05,0.001732,-999.0,0,-999,-999,1
ID_100063,2024-11-19,0,1,175,5,77,38,0.080976,0.500342,0.230575,-999,-999,6,0.198877,5,0.263285,0,0,0.133128,12,-4,3,4,0.11646,414,-999.0,9,-999,0.971033,-999.0,-999,0.458705,4,1,373,-999,-0.013459,105,0,-999.0,72,11,0,15,493.304119,136,3.385325,0.990064,-999,0.5235,0.983138,0.18393,13,20,0.075342,0.677045,-999,0.074407,0.491028,5.465468,-999.0,0.16417,0.636046,0.160089,-999.0,0.492968,0.523234,1,0.205136,0.259886,335,0.651394,-999,-0.012074,0.529411,9,0.051217,-0.008152,-0.03647,468,-999.0,-999.0,0.004377,0,-999,-999,-999,4,0.74808,-999.0,-0.011556,0.308335,-999,-0.007018,0.077866,-999.0,1.004406,1,0.072114,-0.007963,-0.005868,7,-0.172832,0.9989,-0.035479,0.015994,-999.0,0,-999.0,-3,-999.0,-0.003189,9,3,8,215,1.003836,17,0,-999.0,3,65,1,18,13,-999,15,3,-999,3,59,6,0.006837,-999,0.244315,0.019733,-999,1.01323,-999,2,0.023488,0.534996,0.008366,1,0.008654,0.903452,1,1,-999.0,0,-999,1.008244,0.156958,13,2,0.008049,0.440076,473,51,-1,0.064643,0.614798,-999.0,0,0.498517,3,0,-999.0,-999,2,0.596422,-999.0,1,4,2,-999,0.999519,-999,-999.0,1,-0.060633,-999,0,0.009936,0.560906,6,-0.014069,0.340707,-0.001451,-0.001208,-999.0,0.187034,2,-999.0,1.421087,0.077779,0.134703,0,3,0.731382,0.687161,-999,32,-999,1,0.211662,-999.0,0.736898,-999,0,0.254858,1,51,-999,-999,-999.0,0.008073,0.014011,4,-999,20,3
ID_100064,2024-11-20,0,1,195,6,429,17,0.088984,0.277555,0.102127,0,-999,-1,0.275392,1,0.303357,-999,18,0.292236,1,-4,5,2,-0.00798,711,-23449.494047,37,-999,0.659147,0.845543,-999,-0.168831,4,5,551,-999,-999.0,-999,3,-999.0,6,-2,1,6,-999.0,263,2.216161,0.601185,7,-0.029683,1.020545,0.661418,25,25,0.179163,1.003315,-999,0.038584,0.485971,0.319888,0.953656,1.002718,0.990401,0.585366,-999.0,0.131252,-999.0,-999,0.004263,0.130882,53,-999.0,-999,-0.008013,1.007253,3,0.008627,0.234017,-0.004731,657,-999.0,0.529895,0.057939,0,-999,-999,-999,12,0.013465,-0.002859,0.73348,0.001499,-999,-999.0,-0.258813,-0.008922,0.503036,0,0.390103,0.32979,-0.022948,2,0.135103,0.989785,-0.00221,0.017444,0.009047,0,1.004063,-999,-999.0,-999.0,7,1,1,-999,0.997079,-1,5,0.046379,2,28,1,5,4,-999,382,2,-999,0,18,17,0.589628,-999,0.999473,0.067156,-6,-999.0,-999,5,0.024468,0.690403,0.022368,3,-999.0,1.020668,2,1,1.015219,0,-999,-999.0,-0.004829,-2,1,-999.0,1.010781,699,28,0,0.000197,0.586164,-999.0,1,1.023743,5,0,-999.0,-999,3,0.335368,0.976805,5,2,2,-999,0.745864,0,0.04609,2,1.169663,-999,0,-999.0,0.378762,2,0.29212,0.553219,0.007903,-999.0,0.000425,-999.0,52,-999.0,1.213967,0.062101,0.351266,13,1,0.034031,0.992387,-999,27,85,1,0.230413,-999.0,0.785038,2,0,-0.017784,0,52,51,-999,-999.0,0.020388,0.014666,2,-999,3,2
ID_100065,2024-11-06,0,1,76,6,112,21,0.247245,0.201233,0.112415,-999,-999,-999,0.275026,1,0.330535,-999,6,9.5e-05,-10,-1,6,3,0.012199,720,-51056.374846,5,-999,0.441939,0.709146,-999,0.134433,1,4,686,-999,-999.0,208,-1,-999.0,10,5,1,-1,-999.0,369,4.311576,0.651081,-999,0.992027,0.245548,-999.0,18,-999,0.533771,0.634217,-999,0.006643,0.010662,0.952297,-999.0,-999.0,0.708071,0.023407,0.026147,0.581021,0.972319,2,1.022983,-999.0,-999,0.666951,-999,-0.01803,-999.0,0,-0.000669,-0.008657,0.013256,716,-999.0,0.032613,0.363235,2,-999,-999,-999,4,0.005982,1.018958,0.006977,0.325416,-999,-999.0,-0.001427,-999.0,-999.0,2,0.636435,0.024222,0.037158,-999,0.013322,0.52612,1.298119,1.011048,-999.0,0,0.779181,-999,1.008386,0.004564,8,-1,14,35,0.341213,9,4,0.333107,2,-999,-1,7,2,-999,8,1,85,0,5,15,0.991865,-999,0.024146,-0.011172,-999,-999.0,129,5,-0.022215,0.010542,0.281057,3,0.499534,1.019831,0,4,-999.0,0,-999,-999.0,0.003363,0,3,-0.003105,-0.012524,-999,54,3,0.248413,-0.019571,-999.0,0,0.271697,3,0,0.003018,0,-1,0.011323,0.80284,1,1,7,-999,0.895331,-999,0.406512,0,-30.082362,-999,2,0.726148,0.404378,4,-999.0,0.220179,0.000977,-999.0,-999.0,-999.0,-1,0.003706,1.223278,0.012558,0.337006,2,2,-999.0,1.003291,-999,51,-999,0,0.587996,-999.0,0.72879,2,0,0.60024,0,27,-999,-999,-0.000143,-0.004942,-0.010121,0,-999,-7,0
ID_100066,2024-09-09,0,1,17,9,-9,23,0.540525,0.0916,0.017291,2,-999,-999,0.150942,1,0.319451,18,2,-0.008922,168,9,8,-999,-0.00906,709,-999.0,29,-999,0.642059,-0.006357,-999,0.036816,6,4,27,-999,-999.0,-999,0,-999.0,6,-2,0,11,-999.0,282,4.698867,-999.0,-999,0.498047,0.666187,0.408476,7,-999,0.745424,1.001012,-999,0.119292,-999.0,0.485817,-999.0,-999.0,-0.013069,0.002323,-999.0,0.009766,-999.0,-999,2e-06,0.006113,-999,0.675446,-999,0.313387,0.98406,2,-999.0,0.010343,0.495797,376,-999.0,0.577305,-0.002061,6,-999,-999,-999,4,0.019306,0.669615,0.202487,0.015202,-999,-999.0,0.017562,0.056006,1.006423,0,0.951751,-999.0,0.002258,22,0.230866,0.59834,-0.012283,0.009457,-999.0,4,0.995774,7,0.625874,0.075686,14,3,3,672,-0.019474,4,0,-0.100794,0,65,0,19,4,-999,362,0,-999,0,52,24,0.577035,-999,-999.0,-0.047256,-4,-999.0,-999,8,-0.012965,0.424237,0.05177,2,-999.0,1.002548,1,4,-999.0,0,0,-999.0,0.334695,15,1,-999.0,0.504592,660,52,0,0.003147,0.109135,-999.0,0,0.634683,3,0,0.001111,-999,25,0.499117,0.776977,1,1,0,-999,0.9934,3,-999.0,1,6.139212,-999,5,0.982774,0.083168,1,-999.0,0.120888,0.002434,0.666597,0.02609,0.519962,4,-999.0,1.335199,0.258638,0.708661,0,0,0.012197,1.009798,3,27,-999,1,0.346717,-999.0,0.851362,-999,0,0.642462,0,27,-999,-999,-0.000193,-999.0,-0.002891,2,-999,14,0
